child_id,spacing_std,baseline_std,local_baseline_drift,avg_slant,avg_size_variation,curve_smoothness,loop_roundness,stroke_continuity,stroke_thickness_consistency,density_distribution,contrast_score,blur_score,ink_density,text_visibility_score,word_detection_ratio,spacing_score,alignment_score,slant_score,size_score,curve_score,loop_score,continuity_score,thickness_score,density_score,contrast_quality_score,blur_quality_score,ink_density_score,text_visibility_quality_score,word_detection_score,overall_score,label,teacher_spacing_rating,teacher_alignment_rating,teacher_size_rating,teacher_slant_rating,teacher_curve_rating,teacher_loop_rating,teacher_stroke_continuity_rating,teacher_legibility_rating,teacher_overall_rating,teacher_overall_label,teacher_vs_system_score_difference
075,0.974681636,0.6428537008919954,74.73251865679853,9.220099371,5.656546259,0.1188990810583457,0.1740078402580996,0.7059522601496651,1.127832197413685,150.8117454914927,13.341255941347605,5.124150976431175,1.6427632250816993,12.111332743562016,29.849853515625004,1,1,5,1,1,1,4,1,4,1,1,3,1,5,2.11,Below Average,2,1,1,3,1,1,2,2,1,Poor,-1.11
076,0.7880948260064427,0.5483322187028576,71.99709350819015,10.085696192435275,4.044979991653236,0.1238764814916503,0.2442229752746255,0.6590433216904169,0.6563678111717219,419.57418258297577,12.342884526219413,5.896856968206981,1.6704564312704249,11.772497253741678,28.48876155,1,1,5,1,1,1,3,2,2,1,1,3,1,5,1.99,Poor,1,2,1,3,2,2,2,2,2,Below Average,0.01
077,0.8271527568522963,0.4971323765952029,52.03989546986061,7.378858541,2.0771528398440915,0.1204718280988556,0.2108296033264591,0.5991135141494001,0.6685372002128833,507.16705362953394,12.870441353283736,4.968317614286256,7.793479370915032,30.31249055081559,108.23632333792892,1,1,5,1,1,1,3,2,1,1,1,5,1,5,2.03,Below Average,2,2,2,2,2,2,2,2,2,Below Average,-0.03
078,1.000515118886389,0.5971883171482566,103.7930723845714,5.747481829948254,1.378160603602805,0.1348349056517091,0.287149977,0.4985712350012863,0.7107794210600119,1335.2412537070752,12.923202203223122,15.903050628388357,9.055447049,35.21824731028373,82.88331674,1,1,5,1,1,1,2,1,1,1,1,5,2,5,1.97,Poor,1,1,2,3,1,2,1,2,1,Poor,-0.97
079,0.9676417303542446,0.4243679558223545,44.18849165237325,10.157300906448528,1.1173953528163183,0.1028427084683853,0.2554847792688091,0.6858249643181673,0.719557173,1503.5951130526855,17.204315634780965,5.389732989236395,7.430659275428922,31.43310894260089,49.55043817657271,1,2,5,1,1,1,3,1,1,1,1,5,1,5,2.08,Below Average,1,2,1,4,2,2,3,2,2,Below Average,-0.08
080,0.8305554199139101,0.4404379459889017,83.59189265455105,11.871825782862384,1.1708213233034963,0.1501685130328341,0.2981910696219321,0.5775858073992245,0.7411826391832496,1273.2009321068483,13.057008424950704,5.067353744858419,4.4640235651552285,20.42731028242688,42.06564510569853,1,2,5,1,1,1,3,1,1,1,1,5,1,5,2.08,Below Average,2,2,2,4,1,1,3,1,2,Below Average,-0.08
081,1.369917597236681,0.5728794546425495,81.27891801115305,4.717099605963148,1.5670012591751166,0.132321033,0.2438386881736226,0.4153186518498749,0.7380520026533244,1151.849321082878,13.44771318174514,4.847743353152798,5.2282803786243885,22.89347206206101,37.64889282992529,1,1,5,1,1,1,2,1,1,1,1,5,1,5,1.91,Poor,1,1,1,3,1,1,2,2,1,Poor,-0.91
082,1.026992082448246,0.5788038892443663,92.27441916,5.425973811036065,1.633498205983729,0.1377814454408385,0.2626205071729378,0.5082611414630528,0.7411930387812125,1474.7807389344828,15.326771520295653,5.292786043452924,5.891767514297386,25.867966907385277,25.857149011948525,1,1,5,1,1,1,2,1,1,1,1,5,1,5,1.91,Poor,2,1,1,2,2,2,2,2,1,Poor,-0.91
083,0.7091355047844671,0.6513309633436051,104.2476468943054,9.796477400868602,1.8974871223997607,0.1391030668123745,0.2552293378558465,0.6578796395447294,0.8613113614692829,342.6951523893474,14.242367131137907,4.537002844894301,2.9458598217933005,16.412463315438284,30.095254736008982,1,1,5,1,1,1,3,1,3,1,1,4,1,5,2.04,Below Average,2,1,1,2,2,2,2,2,2,Below Average,-0.04
084,0.6773683604389708,0.5755430316154889,162.53012795729228,4.889716162690388,3.2697701934136534,0.1185190648894859,0.3183181534869267,0.6541177037895254,0.7884505841982037,491.7442113870369,14.905811072406884,7.505650408999398,5.349160986008987,24.250953535130343,65.69608800551471,2,1,5,1,1,2,3,1,2,1,1,5,1,5,2.2,Below Average,2,1,2,4,2,3,2,2,2,Below Average,-0.2
085,0.8208355051144371,0.8503978398128303,54.580094669743765,7.077778310959156,1.0088594590129616,0.1284373955147311,0.2429986260986122,0.6022438004898354,0.6999092658461249,672.8217541,17.76184980961639,5.866375438313832,4.064414828431373,21.660806933933696,22.988049874897875,1,1,5,1,1,1,3,2,1,1,1,5,1,5,2.03,Below Average,1,2,2,3,2,1,2,2,2,Below Average,-0.03
086,0.7542805697584665,0.4535154506439571,47.02399025288244,6.202017135479871,1.7003582365622931,0.1215068314800221,0.3652965169179395,0.5684496875370607,0.7838995264596673,903.5902628956018,17.592664072626658,6.946120876677447,6.307436874489379,28.41325474744921,20.23071289,1,1,5,1,1,2,3,1,1,1,1,5,1,5,2.03,Below Average,1,2,2,3,2,2,2,2,2,Below Average,-0.03
087,1.087889410583317,0.6169287872149933,42.27095759484832,5.244724337235991,0.8077183912464875,0.1347787339402081,0.2826910645248995,0.5098552589192892,0.710472254,1239.2898213739354,12.729962963698966,4.765652268,3.822707631229575,18.30966960230301,14.745646956699346,1,1,5,1,1,1,2,1,1,1,1,5,1,5,1.91,Poor,1,1,1,2,1,1,2,2,1,Poor,-0.91
088,0.827330093,0.4008679164097555,181.04088678510067,5.710830322291591,2.757033484673428,0.127629857,0.2959773019650425,0.6832282278947003,0.8800143164744703,263.5260791764186,11.574521205290154,5.8680865681936245,2.6343730851715685,14.277188514979144,27.464759178410947,1,2,5,1,1,1,3,1,3,1,1,4,1,5,2.15,Below Average,1,3,1,3,1,2,2,2,2,Below Average,-0.15
089,0.7994311067280101,0.6315593896681979,29.285816287898456,7.409388627752912,0.974105763,0.1380633879712612,0.2733370714266165,0.5805128380882036,0.7001767795871741,709.0318621830759,11.906763226105824,5.001249410766952,4.691154130923202,20.526968946899213,19.76047092013889,1,1,5,1,1,1,3,1,1,1,1,5,1,5,1.97,Poor,1,1,1,3,1,1,2,2,1,Poor,-0.97
090,0.9404136722386182,0.4884825303627005,54.93654343350914,6.784913042888922,0.7663155741818208,0.1269633179332508,0.3234028354555791,0.5399924759320508,0.6725793982879226,1707.379634051386,13.012180334759892,6.038063657699321,4.657979728349673,21.08383572,17.438637727226308,1,1,5,1,1,2,2,2,1,1,1,5,1,5,2.03,Below Average,1,2,1,3,2,3,2,1,2,Below Average,-0.03
091,0.7645870468572197,0.6485456007276493,41.28472995,5.149263872638826,0.9431097515497064,0.1367091811776152,0.3042899527157474,0.6358019326573682,0.6945103050421609,952.6735055591116,13.58651806,5.7296176024728425,5.679907705269608,24.40594390411756,23.65160973243464,1,1,5,1,1,2,3,2,1,1,1,5,1,5,2.09,Below Average,2,1,2,2,2,2,3,2,2,Below Average,-0.09
092,0.6439149216933284,0.7547192452494486,406.7856433567267,7.148616141310105,3.1027739472497537,0.1452715438670204,0.2786480230860281,0.7401276048373415,0.9247334864152053,504.8799689822791,13.037407987171695,3.3241493185497704,2.1420547385620914,13.27728314,51.7123433,2,1,5,1,1,1,4,1,1,1,1,3,1,5,2.04,Below Average,1,2,1,3,2,1,3,2,2,Below Average,-0.04
093,0.9456024969075418,0.4421111080531626,21.855432994721006,6.735877660696938,0.9699233904376188,0.1326942194971886,0.2129223198433315,0.6408244206170229,0.714420953,252.50829991773517,11.412530530442533,3.3894924467324565,1.5522955601511437,10.702101190347944,7.829438253165849,1,2,5,1,1,1,3,1,3,1,1,3,1,5,2.1,Below Average,1,2,2,3,2,1,1,2,1,Poor,-1.1
094,0.7076011572716345,0.7104899464464629,122.67734141667071,5.831907529830932,3.311173614723456,0.1185965794871151,0.2474037230332247,0.6750250548785223,0.6507106634061052,386.32763753054775,15.217414162950728,5.013442314841046,4.4371521395016345,21.421507731464374,58.85144601460376,1,1,5,1,1,1,3,2,2,1,1,5,1,5,2.09,Below Average,2,2,2,4,1,2,2,2,2,Below Average,-0.09
095,0.7694698737918958,0.6275444986231824,34.279744978394845,7.155701208362976,1.2513068123351545,0.1362978947360297,0.2488524036589682,0.5872008153413381,0.7819995589733292,774.0359068529381,13.854185156381496,5.259126128007332,6.246840533088236,26.193526790256183,22.37326229319853,1,1,5,1,1,1,3,1,1,1,1,5,1,5,1.97,Poor,1,1,1,2,1,1,1,2,1,Poor,-0.97
096,0.7772298269635667,0.4862691141961958,38.86553303768949,9.889918997631234,1.1711240990084235,0.1490637111821364,0.276844103,0.5811095285584219,0.7852041539588659,932.9420429039586,13.534530531791397,5.464501288977553,4.395361008986928,20.49979842175424,17.43508731617647,1,1,5,1,1,1,3,1,1,1,1,5,1,5,1.97,Poor,1,2,1,3,2,1,3,1,1,Poor,-0.97
097,0.6312786358771699,0.3073183328220233,68.57449171272727,8.196952016665302,0.9176969768322376,0.1256771652600972,0.2617686138607482,0.6944505662277868,0.6773551910156222,240.40451637236407,17.10442458164031,4.266361868861489,2.801904616013072,17.38456232574552,13.390251608455884,2,2,5,1,1,1,3,2,3,1,1,4,1,5,2.33,Below Average,2,2,2,4,1,2,2,2,2,Below Average,-0.33
098,0.8145000279554652,0.4543956529154018,90.34976725764116,11.777144468191898,0.8846870342085557,0.1091576610259456,0.303584867,0.5943277625957838,0.689437162,1968.3823187935773,14.689855573320065,4.542275741233224,5.005616830065359,22.81600585097943,24.30187748927696,1,1,5,1,1,2,3,2,1,1,1,5,1,5,2.09,Below Average,2,2,2,3,1,3,1,2,2,Below Average,-0.09
099,0.5729674797665837,0.4241635330319438,50.144007942386544,8.821646370585002,0.758917894,0.1233782893837113,0.3075363190886105,0.6934840924679642,0.6990953321272441,316.6934152921827,13.487989762564752,6.017763589297774,2.9906269148284315,16.31765198469745,10.62121821384804,2,2,5,1,1,2,3,2,3,1,1,4,1,5,2.39,Below Average,2,3,2,3,2,1,2,3,1,Poor,-1.39
100,0.5865342147977047,0.4275046624792593,49.13092414776362,9.218499835580587,0.7969878176288153,0.1535103833138468,0.2801986804727486,0.5714468829360018,0.6764480916292303,342.49553974088974,15.168521474813842,4.490097847698004,2.2169085733251634,14.683996242152212,9.740644467422385,2,2,5,1,1,1,3,2,3,1,1,3,1,5,2.28,Below Average,2,2,2,2,3,2,2,1,2,Below Average,-0.28
101,0.7318228122496446,0.5163015318530213,35.14281960586119,9.416414513806751,0.8321505013270338,0.1172984617794947,0.2820409888387813,0.5371700509647513,0.6577754460521724,1180.0570794811083,10.816246113474437,5.31841346,6.900985817504085,26.642921855210886,27.37332612081291,1,1,5,1,1,1,2,2,1,1,1,5,1,5,1.97,Poor,2,1,1,2,1,2,2,1,1,Poor,-0.97
102,0.6640868619210265,0.5891908157581071,43.69083329072272,8.181648964734421,0.8877784265807638,0.1449269544045227,0.2556028735607144,0.690089478,0.7392616524304877,201.2963698594603,19.22040860244602,7.164745283817343,3.330253650939542,20.31743978242337,13.284377553104576,2,1,5,1,1,1,3,1,3,1,1,4,1,5,2.15,Below Average,3,1,2,4,2,2,2,2,2,Below Average,-0.15
103,0.6723767157735984,0.6287253471682791,53.14277293023255,8.805073527129073,0.9833456950892976,0.119908099,0.324620226,0.6303675685040475,0.7335739081402765,1333.6621076180422,12.94614808876868,4.770657232545141,4.477586933210785,20.382900567271207,16.28232070823121,2,1,5,1,1,2,3,1,1,1,1,5,1,5,2.14,Below Average,2,2,2,4,2,2,2,3,2,Below Average,-0.14
104,0.6526736123087099,0.3608127172671556,40.73605057393688,9.964834445593308,0.8863143895314652,0.1523610593631108,0.2706331242111184,0.6918080627366165,0.6715143163723319,318.99913919261337,14.151934762042451,4.926541589276922,2.4410232843137254,14.891691392890095,9.297329771752452,2,2,5,1,1,1,3,2,3,1,1,3,1,5,2.28,Below Average,2,2,2,4,2,2,3,3,2,Below Average,-0.28
105,0.8477525167135123,0.3799865739638665,51.946510889465046,9.038972817836925,0.937540589,0.1415839783526778,0.3006344064121819,0.5112344091845122,0.6770072240884659,1883.5135396632816,12.841869108524367,5.686605897473859,6.040629467933006,25.11148354780859,22.780171313316995,1,2,5,1,1,2,2,2,1,1,1,5,1,5,2.14,Below Average,2,2,2,4,1,1,2,2,2,Below Average,-0.14
106,0.9458401559969208,0.5650205488011533,85.68903459029073,8.05054802,1.2418542560113703,0.1339469174821868,0.244856695,0.5008425322198761,0.7719065092589228,1448.1132184382368,13.158268258061808,4.561078906572069,4.762968175551471,21.32414654634253,54.06744664011438,1,1,5,1,1,1,2,1,1,1,1,5,1,5,1.91,Poor,1,1,1,3,1,1,1,2,2,Below Average,0.09
107,0.7687743290858943,0.5851168938657357,258.34180874863307,4.906328799,3.218605132405417,0.1005240825001805,0.2448578383300811,0.684654186,0.7312224069164057,582.4592666,12.127784418443674,4.775838040806252,5.289553972630719,22.41013793119462,44.00676253574346,1,1,5,1,1,1,3,1,1,1,1,5,1,5,1.97,Poor,2,1,1,3,2,1,2,2,1,Poor,-0.97
108,0.6372338696921617,0.5500107686536395,64.92764614950016,7.861909652533739,1.0340540929378512,0.1451282380131699,0.2696586559795041,0.655431738,0.67932064,339.09291711734005,16.72081367875708,4.689324416621099,3.8802482255923207,20.47008395781761,19.47814542,2,1,5,1,1,1,3,2,3,1,1,5,1,5,2.26,Below Average,1,1,2,3,1,2,3,2,2,Below Average,-0.26
109,0.7657708134049886,0.6272686312457535,54.32456737,7.125689486139699,1.1448631395939224,0.1137848384128733,0.2723017705400612,0.5911619300511296,0.7579722071048236,1462.4062624067792,14.201737559823457,5.385128481075109,7.377905752144607,29.773098884453063,24.41384708180147,1,1,5,1,1,1,3,1,1,1,1,5,1,5,1.97,Poor,2,1,2,3,1,1,2,1,2,Below Average,0.03
110,0.6817166307235708,0.5255420611820272,192.02809338223145,7.427771174744384,3.787849664287142,0.1320928835872756,0.2423748387650879,0.7036110588745078,0.7460741176955159,787.1551244128525,20.09048697965465,4.2997022276377095,4.001496758,22.479703985262663,66.44688425500408,2,1,5,1,1,1,4,1,1,1,1,5,1,5,2.14,Below Average,2,1,1,3,1,2,3,3,2,Below Average,-0.14
111,0.6891925989357435,0.545548977,96.06969745010862,8.052108277331342,1.3064942930618355,0.1017264526572709,0.2699066500805676,0.5954791508200244,0.6688249120444243,3010.3728337090515,16.46273689532266,7.174460396,9.267993004493464,36.752793500714745,62.30701720792485,2,1,5,1,1,1,3,2,1,1,1,5,2,5,2.21,Below Average,2,2,1,3,1,1,2,3,2,Below Average,-0.21
112,0.6565178911628903,0.6328548069782298,211.38416253203368,3.8677050295201214,2.239849758419576,0.091603578,0.3083125396086892,0.5392357616851474,0.7962677943567977,1319.7273702182836,14.633968048688676,6.377318587151451,9.084512548508988,35.20825352858645,40.01958709916258,2,1,5,1,2,2,2,1,1,1,1,5,2,5,2.21,Below Average,2,2,2,4,2,2,2,2,2,Below Average,-0.21
113,0.991846172,0.5684370308529827,55.86688064364311,7.959019158186951,1.0621919877066297,0.1227085730149245,0.2859900229836153,0.6618922333564894,0.6976525310561119,1265.0026457982317,14.401027693309285,6.080561841806046,6.573095383986928,27.52785618279603,21.564159517973856,1,1,5,1,1,1,3,2,1,1,1,5,1,5,2.03,Below Average,1,2,1,3,1,2,2,2,2,Below Average,-0.03
114,0.6274826745117957,0.5911374351183417,91.69534624313896,7.173305344221921,1.866910861717908,0.1203710244689833,0.2198833747103029,0.6629230765996565,0.7408857850387538,331.08367298209095,15.274751416521733,5.825678142889552,3.184742647058824,17.77417146372629,26.608551623774517,2,1,5,1,1,1,3,1,3,1,1,4,1,5,2.15,Below Average,2,3,2,3,1,2,2,3,2,Below Average,-0.15
115,0.7719654975812352,0.54324068,86.18136194879942,5.056038359106888,2.3769196254411056,0.1315731060517422,0.2443125078623896,0.6366447101272502,0.684588983,225.86122085050903,14.52262431460198,4.216856764,2.947128395629085,16.524383020565796,17.850246055453432,1,1,5,1,1,1,3,2,3,1,1,4,1,5,2.1,Below Average,1,2,2,3,1,1,2,2,2,Below Average,-0.1
116,0.7432510996308612,0.5501549545059938,243.42996421384984,7.3209572467310675,3.2687406844560325,0.1253406511721798,0.2655327203288191,0.6476251913063115,0.8633898257691419,751.4721592396791,14.673878182389869,5.454413580366478,3.0733794168709148,17.102518699844325,89.59459890727123,1,1,5,1,1,1,3,1,1,1,1,4,1,5,1.92,Poor,2,2,1,3,1,1,2,2,2,Below Average,0.08
117,0.943678715,0.6032831482929705,66.07170060640136,8.390137015967756,1.2013201033603105,0.1083637687184823,0.2794237071454555,0.574858405,0.798941453,1495.7053280895038,24.0614282,5.597876891209867,10.631175321691176,44.48402775613992,37.17833276,1,1,5,1,1,1,3,1,1,1,1,5,2,5,2.03,Below Average,2,1,2,2,2,1,3,2,2,Below Average,-0.03
118,0.588380765,0.6086341469060965,136.68916327951848,5.204863749902342,1.7956487562059404,0.1051661659845913,0.2660399717076088,0.6237569821684705,0.7808730449241409,658.2935944775654,18.848219699146966,6.161999181269767,6.2480692146650325,28.78451741169556,39.02530445772059,2,1,5,1,1,1,3,1,1,1,1,5,1,5,2.08,Below Average,2,1,3,2,2,1,2,2,2,Below Average,-0.08
119,0.8015056284305724,0.5493607508788612,110.1082637,5.210189535746125,1.591311008,0.1001516002197094,0.24569268,0.6754066597667908,0.7877679201159901,521.8268043042233,20.68257353392846,6.813778513780721,6.270105698529411,29.832981713930533,42.62538136999592,1,1,5,1,1,1,3,1,1,1,1,5,1,5,1.97,Poor,1,1,1,2,2,1,1,2,2,Below Average,0.03
120,0.7716881493438036,0.4919131635139521,106.6455445402866,7.627012160102369,2.339290545673033,0.1058307375043248,0.2108815585052064,0.6859704351378679,0.7854932970046047,515.3096835835331,19.99574951140751,5.552809828174298,5.808735766441994,27.979363037847165,84.5114395,1,1,5,1,1,1,3,1,1,1,1,5,1,5,1.97,Poor,1,2,1,3,2,1,2,2,1,Poor,-0.97
121,0.8496150152503383,0.5069637553356439,40.95631772489906,9.928106292136132,1.2631205489659736,0.1149338324150233,0.2095048017882232,0.7245259531931791,0.7151974222842904,339.5584027705991,12.35907879813587,4.872573090277517,2.5171616498161766,14.218281657544216,13.379799836601308,1,1,5,1,1,1,4,1,3,1,1,4,1,5,2.1,Below Average,2,2,2,4,1,1,2,2,2,Below Average,-0.1
122,0.9596172164246718,0.586912713,121.31189941406464,7.965552503998215,1.0728373436984768,0.113011466,0.3074171638354153,0.5811253621161888,0.7129202783197729,2754.129828524733,17.52162264836127,5.671647050302735,7.111752579,30.66323376511777,35.795842588337415,1,1,5,1,1,2,3,1,1,1,1,5,1,5,2.03,Below Average,2,2,1,3,1,2,2,3,2,Below Average,-0.03
123,0.7100388164924089,0.5980588421928618,183.9303185321584,6.581897379282643,2.8264127459047854,0.127930112,0.2893011799217501,0.6297492669498822,0.7434525246052828,489.74290289090686,11.526606442186685,8.073910542096167,3.5394725924223858,17.189112052570117,52.35112208946079,1,1,5,1,1,1,3,1,2,1,1,5,1,5,2.03,Below Average,2,2,2,3,1,2,1,2,2,Below Average,-0.03
124,0,0.4621738551466275,112.51182038296074,1.6428754429022472,0.645919987,0.1284686059389757,0.2809250713102144,0.4981299692950329,0.4956817806702173,1124.0902739029748,16.10553519032509,331.00043670077383,12.245334201388888,74.7887702,32.18815104166667,5,1,5,2,1,1,2,3,1,1,5,5,4,5,2.93,Average,3,2,2,4,3,2,3,3,2,Below Average,-0.93
125,0,0.6883182641543475,47.89572005931219,2.0521931052207947,1.1999321887580685,0.1019566411594451,0.2784148029403516,0.6350401017281724,0.8758654086189049,384.2206578412879,25.60262963470526,369.28278715684206,21.63226996527778,107.69812471318598,8.770182291666668,5,1,5,1,1,1,3,1,2,2,5,5,5,5,2.93,Average,3,2,2,4,2,3,4,3,3,Average,0.07
126,0.4497110581480877,0.4223056507060356,51.39090679684326,4.466840668158098,1.3986881823087869,0.091685654,0.3027025752064389,0.5630311492723673,0.5199931184757448,147.9680612798163,20.44397670275788,163.04785147281223,3.803927951388889,37.938557352826834,33.36610243055556,3,2,5,1,2,2,3,2,4,1,4,5,2,5,2.84,Average,3,3,2,4,3,2,3,3,3,Average,0.16
127,0.1641791044776119,0.5213158234560634,9,8.243345217271285,1.221024881085917,0.1510572285679903,0.2393756092670801,0.7380462560928305,0.3827484858784873,238.6719758600663,19.89884464588418,220.3830533521864,14.26215277777778,74.77418599149406,7.261067708333334,5,1,5,1,1,1,4,3,3,1,5,5,4,5,3.06,Above Average,4,2,2,4,2,3,4,3,3,Average,-0.06
128,0,0.468414748,58.16666666666666,2.9721443142209734,1.1052716060304375,0.090629714,0.1892600823582126,0.563012395,0.7388767858813574,157.23627060867332,23.51315068031432,323.1706715,13.27517361111111,81.58209617349048,14.878580729166666,5,1,5,1,2,1,3,1,4,1,5,5,4,5,3,Above Average,5,3,2,4,3,3,3,4,4,Good,1
129,0,0.8245453821691999,18,4.972823208,0.6018050037394191,0.098252019,0.3194078018676516,0.6803191537956413,0.584114833,76.84777805066734,22.349649435042696,245.4353015966898,23.31304253472222,105.6574825,4.876519097222222,5,1,5,2,2,2,3,2,5,1,5,5,5,5,3.35,Above Average,4,3,3,5,3,3,3,3,4,Good,0.65
130,0.578005115,0.57596337,15.519619943916709,3.444025468826294,0.6652544804954679,0.1407555885824379,0.1977544396590296,0.6544736701660724,0.3312527856935161,80.03800035,20.84297740811108,204.22115051080087,21.54275173611111,95.47185896346896,6.306206597222222,2,1,5,1,1,1,3,4,5,1,5,5,5,5,2.9,Average,3,2,2,4,3,2,3,3,3,Average,0.1
131,0,0.544608674,6,6.933263808488846,1.0674477715125723,0.126850002,0.3199078610201473,0.6014176243638224,0.5387972255320176,80.96119337904645,22.769672819112607,332.3009795475701,25.75824652777778,118.65957599288964,4.361979166666666,5,1,5,1,1,2,3,2,5,1,5,5,5,5,3.18,Above Average,4,2,3,4,3,3,3,4,3,Average,-0.18
132,0.3678383541218475,0.4814229560758638,22.42196968765211,1.0269095765219791,0.7739485893664216,0.1279046733240641,0.3401964479735317,0.6217001328558502,0.7619267714512807,179.4862366450535,23.058273562487223,341.55235134387425,23.137586805555557,110.94189719791028,8.457465277777777,3,1,5,1,1,2,3,1,4,1,5,5,5,5,2.83,Average,3,2,2,4,2,3,2,3,3,Average,0.17
