theme,type,grammar_focus,text
පාසල,clean_sentence,general,පාසල් උත්සවය සඳහා ළමයින් ගීතයක් පුහුණු කළහ.
භාෂා භාවිතය,clean_sentence,ව්‍යාකරණ_අතීත_කාලය,මම පාසලට ගියෙමි.
භාෂා භාවිතය,clean_sentence,විධාන_වාක්‍ය,මිතුරාගේ අදහසට සවන් දෙන්න.
පරිසරය,clean_sentence,general,වත්තේ විවිධ වර්ණවල මල් පිපී ඇත.
භාෂා භාවිතය,clean_sentence,ව්‍යාකරණ_සර්වනාම_වාක්‍ය,අපි ඔවුන් සමඟ කතා කළෙමු.
දෛනික ජීවිතය,clean_sentence,බහුවචන ක්‍රියාපද,ක්‍රීඩා පිටියේදී අපි එකිනෙකාට උදව් කරමු.
ලිවීම,clean_context,වාක්‍ය සම්බන්ධ කිරීම,මම මගේ මිතුරියට ලිපියක් ලිව්වෙමි. ලිපියේ අපේ පාසල ගැන විස්තර කළෙමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද භාවිතය,වත්තේදී මම ගසට ජලය දමමි.
පරිසරය,clean_sentence,general,පරිසරය පිරිසිදුව තබා ගැනීම සෑම දෙනාගේම යුතුකමකි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද භාවිතය,ක්‍රීඩා පිටියේදී මම මිතුරාට උදව් කරමි.
කියවීම,clean_sentence,general,පුවත්පතේ රසවත් පුවත් කිහිපයක් තිබුණි.
මිත්‍රත්වය,clean_sentence,general,හොඳ වචන භාවිත කිරීමෙන් මිත්‍රත්වය වර්ධනය වේ.
සෞඛ්‍යය,clean_sentence,general,අපි දිනපතා ව්‍යායාම කළ යුතුය.
විනෝදය_කලාව,clean_sentence,general,මම ලස්සන චිත්‍රයක් ඇන්දෙමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද භාවිතය,ක්‍රීඩා පිටියේදී මම ගසට ජලය දමමි.
පාසල,clean_sentence,general,අපේ පන්තියේ මිතුරෝ එකිනෙකාට උදව් කරති.
පරිසරය,clean_sentence,general,කුඩා සතුන්ට කරුණාවෙන් සැලකිය යුතුය.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද භාවිතය,නිවසේදී මම පොත කියවමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ඊයේ වත්තේදී ළමයි කවිය ලියති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී මිතුරා මල් පැළය කියවයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,හෙට පුස්තකාලයේදී මිතුරා ගස ලියයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,දහවල් ක්‍රීඩා පිටියේදී මිතුරා චිත්‍රය ලියයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස වත්තේදී මිතුරෝ ගස ඉගෙන ගනිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,අද වත්තේදී මම කවිය රැකබලා ගනිමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී මිතුරෝ පුවත්පත කියවති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී මිතුරෝ පුවත්පත අඳිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ක්‍රීඩා පිටියේදී අපි ගස ලියමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී මිතුරා සටහන අඳියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී මිතුරෝ ලිපිය අඳිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී මම ගස රැකබලා ගනිමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ඊයේ නිවසේදී මම ගස අඳිමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන වත්තේදී මිතුරා කවිය සෙල්ලම් කරයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,අද ක්‍රීඩා පිටියේදී ළමයා පින්තූරය ඉගෙන ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී මිතුරෝ ගස සෙල්ලම් කරති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී ළමයි පුවත්පත ලියති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පන්ති කාමරයේදී මම පුවත්පත ලියමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ක්‍රීඩා පිටියේදී මිතුරා පාසල් පොත ලියයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී අපි පින්තූරය අඳිමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස ක්‍රීඩා පිටියේදී ළමයා පින්තූරය අඳියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,හෙට පාසලේදී ළමයි පුවත්පත ලියති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පන්ති කාමරයේදී මම පින්තූරය කියවමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී මම කවිය සෙල්ලම් කරමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන පුස්තකාලයේදී ළමයා ලිපිය ඉගෙන ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස පුස්තකාලයේදී මිතුරා පාසල් පොත ලියයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී මිතුරෝ ගස ඉගෙන ගනිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ක්‍රීඩා පිටියේදී මිතුරා ගස සෙල්ලම් කරයි.
